Region,Crime,Year,Quarter,Number
Tuggeranong,Other,2020,Q1,648
Tuggeranong,Other,2020,Q2,662
Tuggeranong,Other,2020,Q3,559
Tuggeranong,Other,2020,Q4,562
Tuggeranong,Other,2021,Q1,491
Tuggeranong,Other,2021,Q2,455
Tuggeranong,Other,2021,Q3,380
Tuggeranong,Other,2021,Q4,429
Tuggeranong,Other,2022,Q1,341
Tuggeranong,Other,2022,Q2,443
Tuggeranong,Other,2022,Q3,456
Tuggeranong,Other,2022,Q4,411
Tuggeranong,Other,2023,Q1,449
Tuggeranong,Other,2023,Q2,401
Tuggeranong,Other,2023,Q3,415
Tuggeranong,Other,2023,Q4,408
Tuggeranong,Other,2024,Q1,356
Tuggeranong,Other,2024,Q2,358
Tuggeranong,Other,2024,Q3,345
Tuggeranong,Other,2024,Q4,446
Tuggeranong,Other,2025,Q1,392
Tuggeranong,Other,2025,Q2,338
Tuggeranong,Property Damage,2014,Q1,267
Tuggeranong,Property Damage,2014,Q2,211
Tuggeranong,Property Damage,2014,Q3,236
Tuggeranong,Property Damage,2014,Q4,222
Tuggeranong,Property Damage,2015,Q1,256
Tuggeranong,Property Damage,2015,Q2,309
Tuggeranong,Property Damage,2015,Q3,239
Tuggeranong,Property Damage,2015,Q4,284
Tuggeranong,Property Damage,2016,Q1,241
Tuggeranong,Property Damage,2016,Q2,225
Tuggeranong,Property Damage,2016,Q3,266
Tuggeranong,Property Damage,2016,Q4,236
Tuggeranong,Property Damage,2017,Q1,268
Tuggeranong,Property Damage,2017,Q2,253
Tuggeranong,Property Damage,2017,Q3,193
Tuggeranong,Property Damage,2017,Q4,204
Tuggeranong,Property Damage,2018,Q1,183
Tuggeranong,Property Damage,2018,Q2,179
Tuggeranong,Property Damage,2018,Q3,205
Tuggeranong,Property Damage,2018,Q4,193
Tuggeranong,Property Damage,2019,Q1,185
Tuggeranong,Property Damage,2019,Q2,174
Tuggeranong,Property Damage,2019,Q3,226
Tuggeranong,Property Damage,2019,Q4,218
Tuggeranong,Property Damage,2020,Q1,171
Tuggeranong,Property Damage,2020,Q2,137
Tuggeranong,Property Damage,2020,Q3,123
Tuggeranong,Property Damage,2020,Q4,153
Tuggeranong,Property Damage,2021,Q1,176
Tuggeranong,Property Damage,2021,Q2,144
Tuggeranong,Property Damage,2021,Q3,141
Tuggeranong,Property Damage,2021,Q4,144
Tuggeranong,Property Damage,2022,Q1,98
Tuggeranong,Property Damage,2022,Q2,134
Tuggeranong,Property Damage,2022,Q3,142
Tuggeranong,Property Damage,2022,Q4,142
Tuggeranong,Property Damage,2023,Q1,139
Tuggeranong,Property Damage,2023,Q2,171
Tuggeranong,Property Damage,2023,Q3,180
Tuggeranong,Property Damage,2023,Q4,173
Tuggeranong,Property Damage,2024,Q1,127
Tuggeranong,Property Damage,2024,Q2,103
Tuggeranong,Property Damage,2024,Q3,128
Tuggeranong,Property Damage,2024,Q4,129
Tuggeranong,Property Damage,2025,Q1,113
Tuggeranong,Property Damage,2025,Q2,212
Tuggeranong,Robbery,2014,Q1,11
Tuggeranong,Robbery,2014,Q2,6
Tuggeranong,Robbery,2014,Q3,7
Tuggeranong,Robbery,2014,Q4,3
Tuggeranong,Robbery,2015,Q1,12
Tuggeranong,Robbery,2015,Q2,10
Tuggeranong,Robbery,2015,Q3,3
Tuggeranong,Robbery,2015,Q4,3
Tuggeranong,Robbery,2016,Q1,5
Tuggeranong,Robbery,2016,Q2,13
Tuggeranong,Robbery,2016,Q3,7
Tuggeranong,Robbery,2016,Q4,15
Tuggeranong,Robbery,2017,Q1,19
Tuggeranong,Robbery,2017,Q2,17
Tuggeranong,Robbery,2017,Q3,14
Tuggeranong,Robbery,2017,Q4,7
Tuggeranong,Robbery,2018,Q1,21
Tuggeranong,Robbery,2018,Q2,13
Tuggeranong,Robbery,2018,Q3,11
Tuggeranong,Robbery,2018,Q4,11
Tuggeranong,Robbery,2019,Q1,13
Tuggeranong,Robbery,2019,Q2,13
Tuggeranong,Robbery,2019,Q3,16
Tuggeranong,Robbery,2019,Q4,12
Tuggeranong,Robbery,2020,Q1,8
Tuggeranong,Robbery,2020,Q2,6
Tuggeranong,Robbery,2020,Q3,3
Tuggeranong,Robbery,2020,Q4,8
Tuggeranong,Robbery,2021,Q1,9
Tuggeranong,Robbery,2021,Q2,9
Tuggeranong,Robbery,2021,Q3,7
Tuggeranong,Robbery,2021,Q4,4
Tuggeranong,Robbery,2022,Q1,11
Tuggeranong,Robbery,2022,Q2,2
Tuggeranong,Robbery,2022,Q3,7
Tuggeranong,Robbery,2022,Q4,8
Tuggeranong,Robbery,2023,Q1,4
Tuggeranong,Robbery,2023,Q2,9
Tuggeranong,Robbery,2023,Q3,7
Tuggeranong,Robbery,2023,Q4,3
Tuggeranong,Robbery,2024,Q1,11
Tuggeranong,Robbery,2024,Q2,6
Tuggeranong,Robbery,2024,Q3,5
Tuggeranong,Robbery,2024,Q4,7
Tuggeranong,Robbery,2025,Q1,6
Tuggeranong,Robbery,2025,Q2,2
Tuggeranong,Sexual Assault,2014,Q1,20
Tuggeranong,Sexual Assault,2014,Q2,10
Tuggeranong,Sexual Assault,2014,Q3,29
Tuggeranong,Sexual Assault,2014,Q4,40
Tuggeranong,Sexual Assault,2015,Q1,18
Tuggeranong,Sexual Assault,2015,Q2,31
Tuggeranong,Sexual Assault,2015,Q3,53
Tuggeranong,Sexual Assault,2015,Q4,40
Tuggeranong,Sexual Assault,2016,Q1,18
Tuggeranong,Sexual Assault,2016,Q2,22
Tuggeranong,Sexual Assault,2016,Q3,25
Tuggeranong,Sexual Assault,2016,Q4,23
Tuggeranong,Sexual Assault,2017,Q1,23
Tuggeranong,Sexual Assault,2017,Q2,17
Tuggeranong,Sexual Assault,2017,Q3,19
Tuggeranong,Sexual Assault,2017,Q4,19
Tuggeranong,Sexual Assault,2018,Q1,33
Tuggeranong,Sexual Assault,2018,Q2,20
Tuggeranong,Sexual Assault,2018,Q3,29
Tuggeranong,Sexual Assault,2018,Q4,33
Tuggeranong,Sexual Assault,2019,Q1,21
Tuggeranong,Sexual Assault,2019,Q2,21
Tuggeranong,Sexual Assault,2019,Q3,27
Tuggeranong,Sexual Assault,2019,Q4,23
Tuggeranong,Sexual Assault,2020,Q1,40
Tuggeranong,Sexual Assault,2020,Q2,18
Tuggeranong,Sexual Assault,2020,Q3,23
Tuggeranong,Sexual Assault,2020,Q4,36
Tuggeranong,Sexual Assault,2021,Q1,42
Tuggeranong,Sexual Assault,2021,Q2,44
Tuggeranong,Sexual Assault,2021,Q3,45
Tuggeranong,Sexual Assault,2021,Q4,28
Tuggeranong,Sexual Assault,2022,Q1,24
Tuggeranong,Sexual Assault,2022,Q2,35
Tuggeranong,Sexual Assault,2022,Q3,72
Tuggeranong,Sexual Assault,2022,Q4,18
Tuggeranong,Sexual Assault,2023,Q1,45
Tuggeranong,Sexual Assault,2023,Q2,25
Tuggeranong,Sexual Assault,2023,Q3,45
Tuggeranong,Sexual Assault,2023,Q4,32
Tuggeranong,Sexual Assault,2024,Q1,27
Tuggeranong,Sexual Assault,2024,Q2,24
Tuggeranong,Sexual Assault,2024,Q3,37
Tuggeranong,Sexual Assault,2024,Q4,41
Tuggeranong,Sexual Assault,2025,Q1,30
Tuggeranong,Sexual Assault,2025,Q2,30
Tuggeranong,TINs,2014,Q1,424
Tuggeranong,TINs,2014,Q2,423
Tuggeranong,TINs,2014,Q3,612
Tuggeranong,TINs,2014,Q4,339
Tuggeranong,TINs,2015,Q1,285
Tuggeranong,TINs,2015,Q2,346
Tuggeranong,TINs,2015,Q3,478
Tuggeranong,TINs,2015,Q4,354
Tuggeranong,TINs,2016,Q1,299
Tuggeranong,TINs,2016,Q2,301
Tuggeranong,TINs,2016,Q3,307
Tuggeranong,TINs,2016,Q4,248
Tuggeranong,TINs,2017,Q1,239
Tuggeranong,TINs,2017,Q2,385
Tuggeranong,TINs,2017,Q3,418
Tuggeranong,TINs,2017,Q4,238
Tuggeranong,TINs,2018,Q1,269
Tuggeranong,TINs,2018,Q2,191
Tuggeranong,TINs,2018,Q3,263
Tuggeranong,TINs,2018,Q4,208
Tuggeranong,TINs,2019,Q1,186
Tuggeranong,TINs,2019,Q2,170
Tuggeranong,TINs,2019,Q3,131
Tuggeranong,TINs,2019,Q4,151
Tuggeranong,TINs,2020,Q1,155
Tuggeranong,TINs,2020,Q2,229
Tuggeranong,TINs,2020,Q3,129
Tuggeranong,TINs,2020,Q4,114
Tuggeranong,TINs,2021,Q1,89
Tuggeranong,TINs,2021,Q2,114
Tuggeranong,TINs,2021,Q3,89
Tuggeranong,TINs,2021,Q4,94
Tuggeranong,TINs,2022,Q1,41
Tuggeranong,TINs,2022,Q2,91
Tuggeranong,TINs,2022,Q3,78
Tuggeranong,TINs,2022,Q4,104
Tuggeranong,TINs,2023,Q1,137
Tuggeranong,TINs,2023,Q2,301
Tuggeranong,TINs,2023,Q3,295
Tuggeranong,TINs,2023,Q4,199
Tuggeranong,TINs,2024,Q1,218
Tuggeranong,TINs,2024,Q2,220
Tuggeranong,TINs,2024,Q3,240
Tuggeranong,TINs,2024,Q4,338
Tuggeranong,TINs,2025,Q1,510
Tuggeranong,TINs,2025,Q2,505
Tuggeranong,Theft,2014,Q1,481
Tuggeranong,Theft,2014,Q2,467
Tuggeranong,Theft,2014,Q3,510
Tuggeranong,Theft,2014,Q4,615
Tuggeranong,Theft,2015,Q1,598
Tuggeranong,Theft,2015,Q2,730
Tuggeranong,Theft,2015,Q3,533
Tuggeranong,Theft,2015,Q4,549
Tuggeranong,Theft,2016,Q1,466
Tuggeranong,Theft,2016,Q2,584
Tuggeranong,Theft,2016,Q3,635
Tuggeranong,Theft,2016,Q4,458
Tuggeranong,Theft,2017,Q1,562
Tuggeranong,Theft,2017,Q2,480
Tuggeranong,Theft,2017,Q3,492
Tuggeranong,Theft,2017,Q4,463
Tuggeranong,Theft,2018,Q1,478
Tuggeranong,Theft,2018,Q2,460
Tuggeranong,Theft,2018,Q3,317
Tuggeranong,Theft,2018,Q4,282
Tuggeranong,Theft,2019,Q1,388
Tuggeranong,Theft,2019,Q2,343
Tuggeranong,Theft,2019,Q3,435
Tuggeranong,Theft,2019,Q4,448
Tuggeranong,Theft,2020,Q1,395
Tuggeranong,Theft,2020,Q2,347
Tuggeranong,Theft,2020,Q3,287
Tuggeranong,Theft,2020,Q4,306
Tuggeranong,Theft,2021,Q1,343
Tuggeranong,Theft,2021,Q2,357
Tuggeranong,Theft,2021,Q3,336
Tuggeranong,Theft,2021,Q4,300
Tuggeranong,Theft,2022,Q1,267
Tuggeranong,Theft,2022,Q2,299
Tuggeranong,Theft,2022,Q3,292
Tuggeranong,Theft,2022,Q4,244
Tuggeranong,Theft,2023,Q1,346
Tuggeranong,Theft,2023,Q2,292
Tuggeranong,Theft,2023,Q3,219
Tuggeranong,Theft,2023,Q4,308
Tuggeranong,Theft,2024,Q1,238
Tuggeranong,Theft,2024,Q2,232
Tuggeranong,Theft,2024,Q3,220
Tuggeranong,Theft,2024,Q4,252
Tuggeranong,Theft,2025,Q1,258
Tuggeranong,Theft,2025,Q2,296
Weston Creek,Assault,2014,Q1,10
Weston Creek,Assault,2014,Q2,5
Weston Creek,Assault,2014,Q3,9
Weston Creek,Assault,2014,Q4,16
Weston Creek,Assault,2015,Q1,13
Weston Creek,Assault,2015,Q2,14
Weston Creek,Assault,2015,Q3,12
Weston Creek,Assault,2015,Q4,16
Weston Creek,Assault,2016,Q1,8
Weston Creek,Assault,2016,Q2,11
Weston Creek,Assault,2016,Q3,10
Weston Creek,Assault,2016,Q4,12
Weston Creek,Assault,2017,Q1,6
Weston Creek,Assault,2017,Q2,8
Weston Creek,Assault,2017,Q3,10
Weston Creek,Assault,2017,Q4,14
Weston Creek,Assault,2018,Q1,10
Weston Creek,Assault,2018,Q2,16
Weston Creek,Assault,2018,Q3,9
Weston Creek,Assault,2018,Q4,14
Weston Creek,Assault,2019,Q1,14
Weston Creek,Assault,2019,Q2,5
Weston Creek,Assault,2019,Q3,9
Weston Creek,Assault,2019,Q4,21
Weston Creek,Assault,2020,Q1,15
Weston Creek,Assault,2020,Q2,8
Weston Creek,Assault,2020,Q3,23
Weston Creek,Assault,2020,Q4,7
Weston Creek,Assault,2021,Q1,13
Weston Creek,Assault,2021,Q2,12
Weston Creek,Assault,2021,Q3,10
Weston Creek,Assault,2021,Q4,16
Weston Creek,Assault,2022,Q1,10
Weston Creek,Assault,2022,Q2,4
Weston Creek,Assault,2022,Q3,16
Weston Creek,Assault,2022,Q4,12
Weston Creek,Assault,2023,Q1,13
Weston Creek,Assault,2023,Q2,22
Weston Creek,Assault,2023,Q3,13
Weston Creek,Assault,2023,Q4,15
Weston Creek,Assault,2024,Q1,9
Weston Creek,Assault,2024,Q2,11
Weston Creek,Assault,2024,Q3,14
Weston Creek,Assault,2024,Q4,9
Weston Creek,Assault,2025,Q1,18
Weston Creek,Assault,2025,Q2,10
Weston Creek,Burglary,2014,Q1,18
Weston Creek,Burglary,2014,Q2,25
Weston Creek,Burglary,2014,Q3,29
Weston Creek,Burglary,2014,Q4,28
Weston Creek,Burglary,2015,Q1,47
Weston Creek,Burglary,2015,Q2,30
Weston Creek,Burglary,2015,Q3,30
Weston Creek,Burglary,2015,Q4,43
Weston Creek,Burglary,2016,Q1,32
Weston Creek,Burglary,2016,Q2,42
Weston Creek,Burglary,2016,Q3,14
Weston Creek,Burglary,2016,Q4,40
Weston Creek,Burglary,2017,Q1,16
Weston Creek,Burglary,2017,Q2,21
Weston Creek,Burglary,2017,Q3,43
Weston Creek,Burglary,2017,Q4,54
Weston Creek,Burglary,2018,Q1,36
Weston Creek,Burglary,2018,Q2,27
Weston Creek,Burglary,2018,Q3,16
Weston Creek,Burglary,2018,Q4,22
Weston Creek,Burglary,2019,Q1,22
Weston Creek,Burglary,2019,Q2,31
Weston Creek,Burglary,2019,Q3,28
Weston Creek,Burglary,2019,Q4,60
Weston Creek,Burglary,2020,Q1,46
Weston Creek,Burglary,2020,Q2,39
Weston Creek,Burglary,2020,Q3,38
Weston Creek,Burglary,2020,Q4,21
Weston Creek,Burglary,2021,Q1,18
Weston Creek,Burglary,2021,Q2,30
Weston Creek,Burglary,2021,Q3,21
Weston Creek,Burglary,2021,Q4,23
Weston Creek,Burglary,2022,Q1,36
Weston Creek,Burglary,2022,Q2,33
Weston Creek,Burglary,2022,Q3,24
Weston Creek,Burglary,2022,Q4,30
Weston Creek,Burglary,2023,Q1,31
Weston Creek,Burglary,2023,Q2,17
Weston Creek,Burglary,2023,Q3,17
Weston Creek,Burglary,2023,Q4,25
Weston Creek,Burglary,2024,Q1,17
Weston Creek,Burglary,2024,Q2,12
Weston Creek,Burglary,2024,Q3,11
Weston Creek,Burglary,2024,Q4,14
Weston Creek,Burglary,2025,Q1,8
Weston Creek,Burglary,2025,Q2,4
Weston Creek,CINs,2014,Q1,0
Weston Creek,CINs,2014,Q2,1
Weston Creek,CINs,2014,Q3,2
Weston Creek,CINs,2014,Q4,1
Weston Creek,CINs,2015,Q1,0
Weston Creek,CINs,2015,Q2,0
Weston Creek,CINs,2015,Q3,0
Weston Creek,CINs,2015,Q4,0
Weston Creek,CINs,2016,Q1,0
Weston Creek,CINs,2016,Q2,2
Weston Creek,CINs,2016,Q3,0
Weston Creek,CINs,2016,Q4,0
Weston Creek,CINs,2017,Q1,0
Weston Creek,CINs,2017,Q2,0
Weston Creek,CINs,2017,Q3,0
Weston Creek,CINs,2017,Q4,0
Weston Creek,CINs,2018,Q1,1
Weston Creek,CINs,2018,Q2,0
Weston Creek,CINs,2018,Q3,0
Weston Creek,CINs,2018,Q4,0
Weston Creek,CINs,2019,Q1,0
Weston Creek,CINs,2019,Q2,0
Weston Creek,CINs,2019,Q3,0
Weston Creek,CINs,2019,Q4,1
Weston Creek,CINs,2020,Q1,0
Weston Creek,CINs,2020,Q2,0
Weston Creek,CINs,2020,Q3,0
Weston Creek,CINs,2020,Q4,0
Weston Creek,CINs,2021,Q1,0
Weston Creek,CINs,2021,Q2,0
Weston Creek,CINs,2021,Q3,1
Weston Creek,CINs,2021,Q4,4
Weston Creek,CINs,2022,Q1,0
Weston Creek,CINs,2022,Q2,0
Weston Creek,CINs,2022,Q3,1
Weston Creek,CINs,2022,Q4,0
Weston Creek,CINs,2023,Q1,0
Weston Creek,CINs,2023,Q2,0
Weston Creek,CINs,2023,Q3,0
Weston Creek,CINs,2023,Q4,0
Weston Creek,CINs,2024,Q1,0
Weston Creek,CINs,2024,Q2,0
Weston Creek,CINs,2024,Q3,1
Weston Creek,CINs,2024,Q4,0
Weston Creek,CINs,2025,Q1,0
Weston Creek,CINs,2025,Q2,0
Weston Creek,Family Violence,2014,Q1,6
Weston Creek,Family Violence,2014,Q2,7
Weston Creek,Family Violence,2014,Q3,7
Weston Creek,Family Violence,2014,Q4,10
Weston Creek,Family Violence,2015,Q1,10
Weston Creek,Family Violence,2015,Q2,13
Weston Creek,Family Violence,2015,Q3,31
Weston Creek,Family Violence,2015,Q4,20
Weston Creek,Family Violence,2016,Q1,17
Weston Creek,Family Violence,2016,Q2,10
Weston Creek,Family Violence,2016,Q3,15
Weston Creek,Family Violence,2016,Q4,12
Weston Creek,Family Violence,2017,Q1,11
Weston Creek,Family Violence,2017,Q2,22
Weston Creek,Family Violence,2017,Q3,12
Weston Creek,Family Violence,2017,Q4,20
Weston Creek,Family Violence,2018,Q1,21
Weston Creek,Family Violence,2018,Q2,8
Weston Creek,Family Violence,2018,Q3,3
Weston Creek,Family Violence,2018,Q4,14
Weston Creek,Family Violence,2019,Q1,8
Weston Creek,Family Violence,2019,Q2,5
Weston Creek,Family Violence,2019,Q3,20
Weston Creek,Family Violence,2019,Q4,5
Weston Creek,Family Violence,2020,Q1,8
Weston Creek,Family Violence,2020,Q2,6
Weston Creek,Family Violence,2020,Q3,12
Weston Creek,Family Violence,2020,Q4,12
Weston Creek,Family Violence,2021,Q1,5
Weston Creek,Family Violence,2021,Q2,15
Weston Creek,Family Violence,2021,Q3,14
Weston Creek,Family Violence,2021,Q4,7
Weston Creek,Family Violence,2022,Q1,20
Weston Creek,Family Violence,2022,Q2,11
Weston Creek,Family Violence,2022,Q3,18
Weston Creek,Family Violence,2022,Q4,19
Weston Creek,Family Violence,2023,Q1,15
Weston Creek,Family Violence,2023,Q2,24
Weston Creek,Family Violence,2023,Q3,20
Weston Creek,Family Violence,2023,Q4,16
Weston Creek,Family Violence,2024,Q1,24
Weston Creek,Family Violence,2024,Q2,15
Weston Creek,Family Violence,2024,Q3,13
Weston Creek,Family Violence,2024,Q4,29
Weston Creek,Family Violence,2025,Q1,20
Weston Creek,Family Violence,2025,Q2,7
Weston Creek,Homicide,2014,Q1,0
Weston Creek,Homicide,2014,Q2,0
Weston Creek,Homicide,2014,Q3,0
Weston Creek,Homicide,2014,Q4,0
Weston Creek,Homicide,2015,Q1,0
Weston Creek,Homicide,2015,Q2,0
Weston Creek,Homicide,2015,Q3,0
Weston Creek,Homicide,2015,Q4,0
Weston Creek,Homicide,2016,Q1,0
Weston Creek,Homicide,2016,Q2,0
Weston Creek,Homicide,2016,Q3,0
Weston Creek,Homicide,2016,Q4,0
Weston Creek,Homicide,2017,Q1,0
Weston Creek,Homicide,2017,Q2,0
Weston Creek,Homicide,2017,Q3,0
Weston Creek,Homicide,2017,Q4,1
Weston Creek,Homicide,2018,Q1,0
Weston Creek,Homicide,2018,Q2,0
Weston Creek,Homicide,2018,Q3,0
Weston Creek,Homicide,2018,Q4,0
Weston Creek,Homicide,2019,Q1,0
Weston Creek,Homicide,2019,Q2,0
Weston Creek,Homicide,2019,Q3,0
Weston Creek,Homicide,2019,Q4,0
Weston Creek,Homicide,2020,Q1,0
Weston Creek,Homicide,2020,Q2,0
Weston Creek,Homicide,2020,Q3,1
Weston Creek,Homicide,2020,Q4,0
Weston Creek,Homicide,2021,Q1,0
Weston Creek,Homicide,2021,Q2,0
Weston Creek,Homicide,2021,Q3,0
Weston Creek,Homicide,2021,Q4,0
Weston Creek,Homicide,2022,Q1,0
Weston Creek,Homicide,2022,Q2,0
Weston Creek,Homicide,2022,Q3,0
Weston Creek,Homicide,2022,Q4,0
Weston Creek,Homicide,2023,Q1,0
Weston Creek,Homicide,2023,Q2,0
Weston Creek,Homicide,2023,Q3,1
Weston Creek,Homicide,2023,Q4,0
Weston Creek,Homicide,2024,Q1,0
Weston Creek,Homicide,2024,Q2,0
Weston Creek,Homicide,2024,Q3,0
Weston Creek,Homicide,2024,Q4,0
Weston Creek,Homicide,2025,Q1,1
Weston Creek,Homicide,2025,Q2,0
Weston Creek,Other,2014,Q1,101
Weston Creek,Other,2014,Q2,77
Weston Creek,Other,2014,Q3,94
Weston Creek,Other,2014,Q4,87
Weston Creek,Other,2015,Q1,88
Weston Creek,Other,2015,Q2,109
Weston Creek,Other,2015,Q3,105
Weston Creek,Other,2015,Q4,86
Weston Creek,Other,2016,Q1,228
Weston Creek,Other,2016,Q2,70
Weston Creek,Other,2016,Q3,100
Weston Creek,Other,2016,Q4,97
Weston Creek,Other,2017,Q1,98
Weston Creek,Other,2017,Q2,80
Weston Creek,Other,2017,Q3,115
Weston Creek,Other,2017,Q4,124
Weston Creek,Other,2018,Q1,103
Weston Creek,Other,2018,Q2,81
Weston Creek,Other,2018,Q3,91
Weston Creek,Other,2018,Q4,80
Weston Creek,Other,2019,Q1,81
Weston Creek,Other,2019,Q2,80
Weston Creek,Other,2019,Q3,75
Weston Creek,Other,2019,Q4,113
Weston Creek,Other,2020,Q1,99
Weston Creek,Other,2020,Q2,148
Weston Creek,Other,2020,Q3,112
Weston Creek,Other,2020,Q4,101
Weston Creek,Other,2021,Q1,247
Weston Creek,Other,2021,Q2,116
Weston Creek,Other,2021,Q3,90
Weston Creek,Other,2021,Q4,91
Weston Creek,Other,2022,Q1,62
Weston Creek,Other,2022,Q2,86
Weston Creek,Other,2022,Q3,85
Weston Creek,Other,2022,Q4,101
Weston Creek,Other,2023,Q1,117
Weston Creek,Other,2023,Q2,85
Weston Creek,Other,2023,Q3,115
Weston Creek,Other,2023,Q4,60
Weston Creek,Other,2024,Q1,44
Weston Creek,Other,2024,Q2,61
Weston Creek,Other,2024,Q3,72
Weston Creek,Other,2024,Q4,66
Weston Creek,Other,2025,Q1,109
Weston Creek,Other,2025,Q2,125
Weston Creek,Property Damage,2014,Q1,40
Weston Creek,Property Damage,2014,Q2,45
Weston Creek,Property Damage,2014,Q3,45
Weston Creek,Property Damage,2014,Q4,74
Weston Creek,Property Damage,2015,Q1,68
Weston Creek,Property Damage,2015,Q2,57
Weston Creek,Property Damage,2015,Q3,49
Weston Creek,Property Damage,2015,Q4,64
Weston Creek,Property Damage,2016,Q1,53
Weston Creek,Property Damage,2016,Q2,75
Weston Creek,Property Damage,2016,Q3,48
Weston Creek,Property Damage,2016,Q4,39
Weston Creek,Property Damage,2017,Q1,53
Weston Creek,Property Damage,2017,Q2,43
Weston Creek,Property Damage,2017,Q3,54
Weston Creek,Property Damage,2017,Q4,41
Weston Creek,Property Damage,2018,Q1,41
Weston Creek,Property Damage,2018,Q2,40
Weston Creek,Property Damage,2018,Q3,34
Weston Creek,Property Damage,2018,Q4,54
Weston Creek,Property Damage,2019,Q1,44
Weston Creek,Property Damage,2019,Q2,58
Weston Creek,Property Damage,2019,Q3,66
Weston Creek,Property Damage,2019,Q4,83
Weston Creek,Property Damage,2020,Q1,48
Weston Creek,Property Damage,2020,Q2,42
Weston Creek,Property Damage,2020,Q3,40
Weston Creek,Property Damage,2020,Q4,34
Weston Creek,Property Damage,2021,Q1,34
Weston Creek,Property Damage,2021,Q2,42
Weston Creek,Property Damage,2021,Q3,44
Weston Creek,Property Damage,2021,Q4,42
Weston Creek,Property Damage,2022,Q1,36
Weston Creek,Property Damage,2022,Q2,28
Weston Creek,Property Damage,2022,Q3,47
Weston Creek,Property Damage,2022,Q4,29
Weston Creek,Property Damage,2023,Q1,44
Weston Creek,Property Damage,2023,Q2,32
Weston Creek,Property Damage,2023,Q3,60
Weston Creek,Property Damage,2023,Q4,38
Weston Creek,Property Damage,2024,Q1,25
Weston Creek,Property Damage,2024,Q2,17
Weston Creek,Property Damage,2024,Q3,26
Weston Creek,Property Damage,2024,Q4,32
Weston Creek,Property Damage,2025,Q1,13
Weston Creek,Property Damage,2025,Q2,18
Weston Creek,Robbery,2014,Q1,2
Weston Creek,Robbery,2014,Q2,3
Weston Creek,Robbery,2014,Q3,9
Weston Creek,Robbery,2014,Q4,4
Weston Creek,Robbery,2015,Q1,2
Weston Creek,Robbery,2015,Q2,0
Weston Creek,Robbery,2015,Q3,0
Weston Creek,Robbery,2015,Q4,0
Weston Creek,Robbery,2016,Q1,0
Weston Creek,Robbery,2016,Q2,1
Weston Creek,Robbery,2016,Q3,3
Weston Creek,Robbery,2016,Q4,3
Weston Creek,Robbery,2017,Q1,3
Weston Creek,Robbery,2017,Q2,2
Weston Creek,Robbery,2017,Q3,3
Weston Creek,Robbery,2017,Q4,3
Weston Creek,Robbery,2018,Q1,6
Weston Creek,Robbery,2018,Q2,2
Weston Creek,Robbery,2018,Q3,1
Weston Creek,Robbery,2018,Q4,0
Weston Creek,Robbery,2019,Q1,2
Weston Creek,Robbery,2019,Q2,0
Weston Creek,Robbery,2019,Q3,7
Weston Creek,Robbery,2019,Q4,2
Weston Creek,Robbery,2020,Q1,1
Weston Creek,Robbery,2020,Q2,1
Weston Creek,Robbery,2020,Q3,3
Weston Creek,Robbery,2020,Q4,1
Weston Creek,Robbery,2021,Q1,2
Weston Creek,Robbery,2021,Q2,3
Weston Creek,Robbery,2021,Q3,1
Weston Creek,Robbery,2021,Q4,2
Weston Creek,Robbery,2022,Q1,2
Weston Creek,Robbery,2022,Q2,6
Weston Creek,Robbery,2022,Q3,1
Weston Creek,Robbery,2022,Q4,1
Weston Creek,Robbery,2023,Q1,3
Weston Creek,Robbery,2023,Q2,2
Weston Creek,Robbery,2023,Q3,0
Weston Creek,Robbery,2023,Q4,1
Weston Creek,Robbery,2024,Q1,1
Weston Creek,Robbery,2024,Q2,0
Weston Creek,Robbery,2024,Q3,0
Weston Creek,Robbery,2024,Q4,1
Weston Creek,Robbery,2025,Q1,1
Weston Creek,Robbery,2025,Q2,1
Weston Creek,Sexual Assault,2014,Q1,11
Weston Creek,Sexual Assault,2014,Q2,1
Weston Creek,Sexual Assault,2014,Q3,2
Weston Creek,Sexual Assault,2014,Q4,6
Weston Creek,Sexual Assault,2015,Q1,3
Weston Creek,Sexual Assault,2015,Q2,5
Weston Creek,Sexual Assault,2015,Q3,23
Weston Creek,Sexual Assault,2015,Q4,8
Weston Creek,Sexual Assault,2016,Q1,3
Weston Creek,Sexual Assault,2016,Q2,9
Weston Creek,Sexual Assault,2016,Q3,5
Weston Creek,Sexual Assault,2016,Q4,9
Weston Creek,Sexual Assault,2017,Q1,4
Weston Creek,Sexual Assault,2017,Q2,4
Weston Creek,Sexual Assault,2017,Q3,5
Weston Creek,Sexual Assault,2017,Q4,5
Weston Creek,Sexual Assault,2018,Q1,1
Weston Creek,Sexual Assault,2018,Q2,2
Weston Creek,Sexual Assault,2018,Q3,4
Weston Creek,Sexual Assault,2018,Q4,7
Weston Creek,Sexual Assault,2019,Q1,20
Weston Creek,Sexual Assault,2019,Q2,1
Weston Creek,Sexual Assault,2019,Q3,5
Weston Creek,Sexual Assault,2019,Q4,5
Weston Creek,Sexual Assault,2020,Q1,2
Weston Creek,Sexual Assault,2020,Q2,15
Weston Creek,Sexual Assault,2020,Q3,4
Weston Creek,Sexual Assault,2020,Q4,8
Weston Creek,Sexual Assault,2021,Q1,8
Weston Creek,Sexual Assault,2021,Q2,3
Weston Creek,Sexual Assault,2021,Q3,1
